SUBSCRIPTION_ID,actual_activation
865457263,0
859484723,0
859359276,0
859466791,0
859193722,1
865441394,0
865441394,0
859169941,1
863703094,0
859103852,0
863030306,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
864718754,0
864183371,1
863712697,0
863489201,1
863571254,1
864175785,0
865875437,1
865959757,0
861321325,1
864181994,0
863820399,0
19942400,0
413420637,0
447529411,0
515256392,0
609716162,0
712096945,0
113132445,0
866501191,0
413420637,0
897691801,0
447529411,0
909324638,0
551231134,0
609716162,0
712096945,0
289227863,0
866501191,0
515256392,0
242243425,0
551231134,0
853537687,1
865641839,0
859324255,1
863709269,1
863709269,1
863709269,0
854163151,0
864362655,0
865670438,1
865670438,0
865667395,0
864179847,0
865275350,0
865275350,0
859526583,1
860282202,0
863636892,0
863428559,1
863423572,0
864353800,0
863569288,0
868265581,0
868265581,0
868265581,0
854161074,0
860288826,0
865668518,0
863372131,1
865302227,1
863422819,1
864472054,0
864326955,0
866230680,0
861320027,1
865444555,0
864721457,1
859458814,0
864339737,0
864743563,1
859352779,1
859458544,1
864708138,1
859351725,1
862968404,0
855804683,1
865455038,1
865455038,1
865455038,1
865455038,0
865455038,1
863699488,1
859101459,0
859454346,0
861344850,0
859103932,0
859100127,0
865457263,0
859484723,0
859359276,0
859466791,0
859193722,1
865441394,0
865441394,0
859169941,1
863703094,0
859103852,0
863030306,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
864718754,0
864183371,1
863712697,0
863489201,1
863571254,1
864175785,0
865875437,1
865959757,0
861321325,1
864181994,0
863820399,0
19942400,0
413420637,0
447529411,0
515256392,0
609716162,0
712096945,0
113132445,0
866501191,0
413420637,0
897691801,0
447529411,0
909324638,0
551231134,0
609716162,0
712096945,0
289227863,0
866501191,0
515256392,0
242243425,0
551231134,0
853537687,1
865641839,0
859324255,1
863709269,1
863709269,1
863709269,0
854163151,0
864362655,0
865670438,1
865670438,0
865667395,0
864179847,0
865275350,0
865275350,0
859526583,1
860282202,0
863636892,0
863428559,1
863423572,0
864353800,0
863569288,0
868265581,0
868265581,0
868265581,0
854161074,0
860288826,0
865668518,0
863372131,1
865302227,1
863422819,1
864472054,0
864326955,0
866230680,0
861320027,1
865444555,0
864721457,1
859458814,0
864339737,0
864743563,1
859352779,1
859458544,1
864708138,1
859351725,1
862968404,0
855804683,1
865455038,1
865455038,1
865455038,1
865455038,0
865455038,1
863699488,1
859101459,0
859454346,0
861344850,0
859103932,0
859100127,0
865457263,0
859484723,0
859359276,0
859466791,0
859193722,1
865441394,0
865441394,0
859169941,1
863703094,0
859103852,0
863030306,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
864718754,0
864183371,1
863712697,0
863489201,1
863571254,1
864175785,0
865875437,1
865959757,0
861321325,1
864181994,0
863820399,0
19942400,0
413420637,0
447529411,0
515256392,0
609716162,0
712096945,0
113132445,0
866501191,0
413420637,0
897691801,0
447529411,0
909324638,0
551231134,0
609716162,0
712096945,0
289227863,0
866501191,0
515256392,0
242243425,0
551231134,0
853537687,1
865641839,0
859324255,1
863709269,1
863709269,1
863709269,0
854163151,0
864362655,0
865670438,1
865670438,0
865667395,0
864179847,0
865275350,0
865275350,0
859526583,1
860282202,0
863636892,0
863428559,1
863423572,0
864353800,0
863569288,0
868265581,0
868265581,0
868265581,0
854161074,0
860288826,0
865668518,0
863372131,1
865302227,1
863422819,1
864472054,0
864326955,0
866230680,0
861320027,1
865444555,0
864721457,1
859458814,0
864339737,0
864743563,1
859352779,1
859458544,1
864708138,1
859351725,1
862968404,0
855804683,1
865455038,1
865455038,1
865455038,1
865455038,0
865455038,1
863699488,1
859101459,0
859454346,0
861344850,0
859103932,0
859100127,0
865457263,0
859484723,0
859359276,0
859466791,0
859193722,1
865441394,0
865441394,0
859169941,1
863703094,0
859103852,0
863030306,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
864718754,0
864183371,1
863712697,0
863489201,1
863571254,1
864175785,0
865875437,1
865959757,0
861321325,1
864181994,0
863820399,0
19942400,0
413420637,0
447529411,0
515256392,0
609716162,0
712096945,0
113132445,0
866501191,0
413420637,0
897691801,0
447529411,0
909324638,0
551231134,0
609716162,0
712096945,0
289227863,0
866501191,0
515256392,0
242243425,0
551231134,0
853537687,1
865641839,0
859324255,1
863709269,1
863709269,1
863709269,0
854163151,0
864362655,0
865670438,1
865670438,0
865667395,0
864179847,0
865275350,0
865275350,0
859526583,1
860282202,0
863636892,0
863428559,1
863423572,0
864353800,0
863569288,0
868265581,0
868265581,0
868265581,0
854161074,0
860288826,0
865668518,0
863372131,1
865302227,1
863422819,1
864472054,0
864326955,0
866230680,0
861320027,1
865444555,0
864721457,1
859458814,0
864339737,0
864743563,1
859352779,1
859458544,1
864708138,1
859351725,1
862968404,0
855804683,1
865455038,1
865455038,1
865455038,1
865455038,0
865455038,1
863699488,1
859101459,0
859454346,0
861344850,0
859103932,0
859100127,0
865457263,0
859484723,0
859359276,0
859466791,0
859193722,1
865441394,0
865441394,0
859169941,1
863703094,0
859103852,0
863030306,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
864718754,0
864183371,1
863712697,0
863489201,1
863571254,1
864175785,0
865875437,1
865959757,0
861321325,1
864181994,0
863820399,0
19942400,0
413420637,0
447529411,0
515256392,0
609716162,0
712096945,0
113132445,0
866501191,0
413420637,0
897691801,0
447529411,0
909324638,0
551231134,0
609716162,0
712096945,0
289227863,0
866501191,0
515256392,0
242243425,0
551231134,0
853537687,1
865641839,0
859324255,1
863709269,1
863709269,1
863709269,0
854163151,0
864362655,0
865670438,1
865670438,0
865667395,0
864179847,0
865275350,0
865275350,0
859526583,1
860282202,0
863636892,0
863428559,1
863423572,0
864353800,0
863569288,0
868265581,0
868265581,0
868265581,0
854161074,0
860288826,0
865668518,0
863372131,1
865302227,1
863422819,1
864472054,0
864326955,0
866230680,0
861320027,1
865444555,0
864721457,1
859458814,0
864339737,0
864743563,1
859352779,1
859458544,1
864708138,1
859351725,1
862968404,0
855804683,1
865455038,1
865455038,1
865455038,1
865455038,0
865455038,1
863699488,1
859101459,0
859454346,0
861344850,0
859103932,0
859100127,0
865457263,0
859484723,0
859359276,0
859466791,0
859193722,1
865441394,0
865441394,0
859169941,1
863703094,0
859103852,0
863030306,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
864718754,0
864183371,1
863712697,0
863489201,1
863571254,1
864175785,0
865875437,1
865959757,0
861321325,1
864181994,0
863820399,0
19942400,0
413420637,0
447529411,0
515256392,0
609716162,0
712096945,0
113132445,0
866501191,0
413420637,0
897691801,0
447529411,0
909324638,0
551231134,0
609716162,0
712096945,0
289227863,0
866501191,0
515256392,0
242243425,0
551231134,0
853537687,1
865641839,0
859324255,1
863709269,1
863709269,1
863709269,0
854163151,0
864362655,0
865670438,1
865670438,0
865667395,0
864179847,0
865275350,0
865275350,0
859526583,1
860282202,0
863636892,0
863428559,1
863423572,0
864353800,0
863569288,0
868265581,0
868265581,0
868265581,0
854161074,0
860288826,0
865668518,0
863372131,1
865302227,1
863422819,1
864472054,0
864326955,0
866230680,0
861320027,1
865444555,0
864721457,1
859458814,0
864339737,0
864743563,1
859352779,1
859458544,1
864708138,1
859351725,1
862968404,0
855804683,1
865455038,1
865455038,1
865455038,1
865455038,0
865455038,1
863699488,1
859101459,0
859454346,0
861344850,0
859103932,0
859100127,0
865457263,0
859484723,0
859359276,0
859466791,0
859193722,1
865441394,0
865441394,0
859169941,1
863703094,0
859103852,0
863030306,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
864718754,0
864183371,1
863712697,0
863489201,1
863571254,1
864175785,0
865875437,1
865959757,0
861321325,1
864181994,0
863820399,0
19942400,0
413420637,0
447529411,0
515256392,0
609716162,0
712096945,0
113132445,0
866501191,0
413420637,0
897691801,0
447529411,0
909324638,0
551231134,0
609716162,0
712096945,0
289227863,0
866501191,0
515256392,0
242243425,0
551231134,0
853537687,1
865641839,0
859324255,1
863709269,1
863709269,1
863709269,0
854163151,0
864362655,0
865670438,1
865670438,0
865667395,0
864179847,0
865275350,0
865275350,0
859526583,1
860282202,0
863636892,0
863428559,1
863423572,0
864353800,0
863569288,0
868265581,0
868265581,0
868265581,0
854161074,0
860288826,0
865668518,0
863372131,1
865302227,1
863422819,1
864472054,0
864326955,0
866230680,0
861320027,1
865444555,0
864721457,1
859458814,0
864339737,0
864743563,1
859352779,1
859458544,1
864708138,1
859351725,1
862968404,0
855804683,1
865455038,1
865455038,1
865455038,1
865455038,0
865455038,1
863699488,1
859101459,0
859454346,0
861344850,0
859103932,0
859100127,0
865457263,0
859484723,0
859359276,0
859466791,0
859193722,1
865441394,0
865441394,0
859169941,1
863703094,0
859103852,0
863030306,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
861333833,1
864718754,0
864183371,1
863712697,0
863489201,1
863571254,1
864175785,0
865875437,1
865959757,0
861321325,1
864181994,0
863820399,0
462398449,1
491811860,1
491811860,1
491811860,0
681272662,0
653753070,0
803702999,0
690444304,0
614764041,0
614764041,0
615639512,0
783920950,0
783920950,0
783920950,0
783920950,0
783920950,0
783920950,0
783920950,0
783920950,0
783920950,0
783920950,0
717687158,0
834571543,1
843020967,1
750390817,0
775493567,0
775493567,1
645107863,0
525946314,1
710007753,1
385977848,1
736792213,0
13433094,1
1940368,0
488687026,0
784269504,0
362285065,0
792542724,1
551926735,1
732220314,1
604615667,0
676477878,1
648232388,0
791352374,0
865057541,0
860307199,1
868225559,1
866017156,0
868378267,0
854164066,1
866418283,1
866418283,1
866418283,0
866014151,1
866443348,0
868226271,0
862529980,1
859105684,0
868396408,0
868396408,1
864208664,0
868367055,1
868366160,1
868366160,0
868369898,0
864077531,0
864077531,0
865889548,1
865940881,1
861308613,1
863820301,1
866303333,0
859442283,0
864188672,0
862512656,0
859150251,0
864038144,0
868208986,0
865958193,0
865958193,1
868372593,0
863617929,1
866016367,0
862537749,1
865882131,0
859520959,1
865793815,0
871004023,1
871311365,1
869422421,1
758736391,1
816594943,1
597196967,0
291246295,0
291246295,0
821066214,1
583871545,1
778597157,0
707133661,0
707133661,0
548247815,1
634472183,1
704147094,1
455198949,0
761404600,0
840518979,0
732327712,1
529060763,1
786809491,0
668340618,0
668340618,0
816153719,0
353093195,0
419425562,0
635411867,0
398962710,1
688903918,0
737319823,0
630607400,0
630607400,0
593256525,0
396227,1
635610331,0
826527113,1
330081992,0
684471929,1
742577068,0
481513797,0
479643922,1
479643922,1
742086942,0
748446226,0
673826625,1
724032941,0
671625869,1
688767477,1
688767477,1
688767477,0
835995767,0
741135105,1
24617241,0
623883299,0
869408237,1
869574471,0
869582758,0
866394745,1
869434469,0
866336443,0
864057914,1
866254806,0
869602076,0
869602076,0
865825085,1
870240428,1
870240428,0
869424761,1
871217320,0
870114757,0
870989689,0
871298705,0
866566082,1
870076411,1
870076411,1
870076411,0
871325295,1
871040767,1
865952704,1
871027615,1
864037690,0
866524630,0
869417598,0
869977858,0
869977858,1
861294613,0
869240073,0
863618395,0
866355153,0
866057488,1
868990260,0
866243645,0
869233324,0
869436825,0
871227178,0
869418644,0
871216356,1
861298083,1
861298083,0
848964408,1
868993074,0
868997487,0
868997487,0
870001868,1
866276550,0
870057803,0
868993968,0
865914927,0
869923579,1
869941642,1
863698688,0
869911303,0
869993198,0
869993198,1
816783764,1
613665709,0
739006719,0
685740322,0
449146396,0
810844670,0
169277723,0
788638866,1
751575298,0
796841444,0
851331305,0
697245057,0
687299489,0
759216488,0
765688940,0
791421855,0
791421855,1
515912951,0
834615694,0
155579408,0
155579408,1
799420810,0
848918769,0
52674869,0
258679115,0
263685305,0
827421584,1
821524571,0
444130238,0
682640319,0
575730132,1
633432283,0
733978204,0
659500335,0
289083478,0
289083478,0
796915975,0
805287716,1
527253798,1
851304767,1
818236022,0
806517743,0
806517743,1
776958769,1
776958769,1
946194450,1
946194450,0
944142552,0
816156641,0
585735716,0
819028789,0
139021333,0
139021333,1
566426666,0
226626829,1
55764667,1
437046007,0
687537464,1
687537464,1
746285089,1
848994642,0
644530153,0
542375587,1
601347233,0
102499034,0
601750504,1
818758345,0
783539895,1
783633277,0
777035690,0
122300941,1
814737268,0
791317434,0
710314761,0
710314761,0
810211731,0
627702115,0
236098552,1
344225806,0
393759883,1
549680249,1
643271561,0
625504106,0
866355793,1
865987853,0
869913064,1
869912796,0
870210359,0
869754303,0
870191056,0
869549077,0
869829631,0
869910406,1
872831198,0
872096615,0
869908234,0
869779353,0
869544085,0
869433866,0
869631248,1
869994139,1
869994139,0
870035769,1
873321661,1
873321661,0
863497846,1
872460023,1
873331031,1
870171335,1
854275549,1
875280458,0
873753912,0
873753912,0
869910173,0
870123171,0
872464282,0
875261780,1
872452661,1
865801270,0
869978484,0
873028830,1
869807711,1
871869732,1
871869732,1
869583482,0
870017621,1
866236787,1
872429880,0
854275378,0
869195502,0
869262734,0
865940248,0
869201147,1
865822416,0
869647809,1
869268336,0
869432697,0
869280150,0
869280150,0
869280150,1
866477925,1
869866150,0
861299913,0
869592667,1
861294406,1
861294406,0
866460034,0
870101857,1
869854896,1
859549438,1
859549438,1
870215137,0
869202327,0
863603720,0
869626679,0
863617450,0
869196547,0
869196547,0
869593778,0
866560786,1
869582190,1
869582190,0
864072338,0
864042908,0
863566252,0
866469456,1
869192925,1
869192925,0
865807347,1
869270875,1
865771559,0
872429385,0
873200024,0
871479934,0
869701646,1
869588650,1
871530209,1
869703913,0
865776963,0
869572608,0
869695452,1
873191288,0
866508461,0
869539793,0
869792150,1
873197045,0
869980368,0
869625492,1
869933644,1
869933644,1
869933644,0
869713663,1
869772735,1
869938686,0
866195288,0
873169848,1
869951350,0
870263453,0
870257870,1
866478300,0
874850771,1
873387823,0
869648854,1
869552663,0
848963569,0
869028095,0
869028095,0
869648897,0
869967545,0
873368164,1
869935906,0
874127406,0
873356683,0
869048751,1
875328935,0
874828678,0
866458977,0
869728548,0
865859192,0
871453077,1
861298029,1
866320690,0
869025225,0
866516657,1
875343674,1
874127500,0
871530865,1
866464388,1
866464388,1
874887235,0
870044987,0
870044987,0
871477927,1
870066932,0
866440759,0
868890814,0
866456734,0
859556195,0
859556195,0
866194008,0
872992058,1
864072540,1
866045157,1
870041955,1
870041955,1
870041955,1
870041955,1
870041955,1
869940557,0
869940557,0
871464387,0
868892928,1
869845682,1
870287685,1
866475541,1
872433719,1
874871565,0
869607923,0
868898819,0
868896247,1
872909732,0
865974762,1
866380033,0
871529055,0
873006142,0
906627321,0
913936984,0
913976431,1
911126712,0
915177949,0
911422379,1
911129282,0
911562182,1
910484945,1
913936244,1
913914970,1
913914970,1
913914970,1
913914970,1
907925995,1
910451726,0
911412578,0
913952222,0
915183506,0
911116610,0
911116610,1
914523643,0
910766691,0
911502046,1
910804582,1
911362627,1
910909143,1
910874356,0
906629525,0
915141195,0
907993375,0
911444556,1
910968251,0
915078433,1
910825469,0
911410675,1
910807840,1
910807840,1
910566585,1
913933088,0
913933088,0
910979189,0
914874235,1
910592474,0
913980516,1
910647395,0
913194840,0
911552733,1
907992895,1
907992895,0
915082268,0
910843993,1
911327689,1
911327689,1
911327689,1
911327689,0
910621804,0
913177003,0
915082052,0
911179177,0
910440835,0
914516858,0
910971494,0
910446463,0
910446463,0
910446463,1
910446463,1
910446463,0
910446463,0
913930160,1
910454383,1
915076666,0
910458939,0
915248324,0
906621146,0
910549001,1
911140163,1
911140163,1
911140163,1
911140163,0
913244653,0
910809279,1
907963331,0
910515562,0
694166689,0
713798458,0
335012418,0
224687859,0
795001206,0
808118844,0
224720723,1
596319819,0
428751003,0
590990832,1
777044403,1
777044403,1
777044403,1
777044403,0
774894911,1
536403619,1
536403619,1
536403619,0
716430888,0
433647573,0
389714143,1
836677656,1
821043302,1
636930402,1
635626640,1
818573099,0
266230869,0
758926717,0
775169936,1
784038001,0
601942243,1
771843320,0
708054441,1
816453400,1
748360315,1
471091503,1
775515915,0
911197817,0
906628613,0
911514348,0
911514348,0
911514348,1
913933528,0
883258830,1
911524310,0
914156673,1
910739784,0
915270744,0
911437713,1
911438348,0
910493225,1
915244248,1
915244248,1
913546403,0
906626836,0
910446372,1
910443332,0
913932919,0
911531130,1
913018340,0
910729529,0
905175151,0
915002941,0
914988800,1
910690183,0
910503446,0
910503446,0
911518523,1
911115537,0
911397109,1
911454408,0
910828675,0
907945709,0
907945709,0
907945709,0
911107478,0
910565354,0
913070156,0
904913761,0
911433452,0
911201130,1
910564231,0
908218503,0
914997276,1
911492876,1
915031523,0
914066416,0
914969459,1
910765895,0
913189558,0
911125896,0
910548326,1
911472736,0
910486153,0
913803043,0
913803043,0
913232987,1
914983556,1
910811601,1
910811601,1
910450931,0
914942287,1
914029363,0
910468893,0
907425924,0
911556994,1
913245789,0
910944230,1
884591973,0
884615582,0
910484628,0
910484628,1
913035201,0
910541146,0
914970015,1
907765676,1
907961096,0
695826971,0
779717860,0
75087526,0
136226467,0
564683820,1
679786511,0
757444857,0
807779546,0
604508217,1
136262289,0
804910471,0
804910471,0
656053298,0
387972265,0
710344546,0
847452314,0
129255948,1
825778627,1
670064191,0
755442566,1
755442566,0
226591230,1
826463769,0
364535517,0
692619002,1
783937552,0
751557605,0
508169300,0
811550332,0
826582604,1
784040815,0
216608317,0
216608317,0
48581974,1
802404886,0
802404886,0
815811150,0
778295083,0
778295083,0
253733586,1
725391127,0
725391127,1
166331373,1
849117466,0
720890764,0
795691306,0
355540901,1
355540901,1
679806385,1
244279527,0
360806771,0
360806771,0
697499597,0
435926654,1
770993632,1
810398290,1
789345003,0
24533856,0
10507509,0
846600960,0
785027072,0
846753603,0
727003225,0
716677571,0
673589138,0
825170342,0
849526722,0
549539235,0
825515114,0
699081252,0
599651601,0
799244908,1
907961096,1
907961096,0
907843261,0
909284517,0
909175712,1
908103285,0
909310737,0
907764660,1
910189553,0
908063253,0
910183768,0
909304049,1
910263208,0
909268158,0
909268158,0
907957101,0
907767025,0
907903131,0
905678348,0
907930062,0
912349005,1
911321124,0
910048017,0
907854926,1
907911584,0
885193110,0
912210996,1
907912320,0
909309735,1
910262595,0
910262595,0
907774826,0
907774826,0
910236044,0
910188851,0
205842646,0
804172151,0
804172151,1
841524845,0
804944080,1
271087664,0
846459236,0
846459236,0
846459236,0
21628736,0
846541281,0
784413699,0
446212246,0
695845713,1
784249163,1
491776515,1
816894425,0
493539844,0
821328270,0
560645645,0
707593059,0
538567593,0
538567593,0
834612977,0
340645676,0
830016125,0
817996767,0
846705545,1
617291243,0
821480498,0
821480498,0
718041063,1
669880185,0
300280510,0
487228369,0
732283252,1
155582432,0
679887467,0
811725808,0
811725808,0
664175476,0
907983521,1
912218158,0
908099272,1
909295889,1
912226305,1
905904779,0
909286746,0
911367724,1
912348355,0
884618660,1
909302566,0
905206753,0
911065920,0
911065920,0
913025350,0
907774825,1
910972197,0
911509612,1
913038068,0
909312176,1
913937758,0
915115364,0
905811002,1
906633231,1
910985288,1
907887906,0
906627534,0
913178842,0
913178842,1
911481501,0
914055825,0
910531073,0
911422052,0
907861319,0
911057945,0
911057945,0
909319769,1
910999933,1
913197810,0
913027036,0
913025011,0
913025011,1
914994031,1
910503044,1
910503044,0
905812337,1
913200951,0
910765077,0
910997796,0
910941797,1
911126626,0
911532817,0
911532817,0
911532817,1
925442696,0
919389028,0
923133527,1
914633959,1
914633959,1
914633959,1
914633959,0
920546745,0
925778312,1
925780333,0
920225543,0
925442290,1
925707102,1
925707102,1
925191607,1
914577475,0
925194547,0
915602362,0
925699245,0
925197528,0
925384539,1
925305506,1
923885691,0
845267622,1
845268554,0
845265613,0
919954781,1
925310126,1
921495666,1
914558605,1
925447622,1
925845137,1
925195214,0
925304137,1
919751509,1
919751509,1
925196471,0
925287939,0
925879630,0
925353118,1
925442642,0
925449635,0
925394370,1
919752103,1
925210029,1
920524350,1
925366137,0
590001013,0
920243229,1
925349673,0
920559269,0
925290704,0
925836698,0
920536564,1
925376466,1
925867423,0
923889909,0
925209976,0
925285004,0
917003476,0
925313488,0
915361755,1
914077072,1
918265935,1
925382156,1
914649690,1
913908467,1
919403569,1
925411149,0
925294624,0
925209737,1
915767947,1
925643215,1
925307599,0
917725029,1
925317571,0
925301597,0
923905606,1
925194264,0
925328745,1
920533019,1
927755161,0
927300669,0
925441610,0
925363061,1
927655736,0
925402933,0
925402933,0
925402933,1
919950494,1
927269596,0
925351921,1
920334632,1
920334632,1
920334632,1
920334632,1
920334632,1
920334632,1
920334632,1
925331525,0
917635312,1
927639014,1
927310665,0
926252030,0
927634599,0
910500289,0
919985963,0
919985963,0
927610465,0
919362133,1
927616137,1
921499930,0
926250468,0
914705492,0
927738373,0
913981080,0
845274858,0
927653548,0
925419508,1
927629808,1
927629808,0
925347739,1
927821055,1
927821055,1
921423426,0
914782622,0
926990254,0
924905996,0
927799219,0
919831350,0
919831350,0
925440573,0
927742651,0
927712570,0
925208181,0
925347748,0
927828387,1
928509585,1
920446447,0
925433098,1
920461827,1
927719420,0
927667512,0
927623211,1
927721924,0
925635759,1
925324086,0
656950082,0
921501364,1
911270147,1
927769068,0
927674368,1
919934381,0
914086862,0
914086862,0
920444910,0
927779774,0
927394758,0
923899965,0
923899965,1
927785106,1
927754884,0
917716623,0
925437618,0
927664833,0
925409038,0
925387059,1
923082698,0
925354823,1
925368877,1
925886038,1
925886038,0
925886038,1
925886038,0
925886038,1
927210813,1
913903289,1
925364390,1
926962447,1
925363666,0
925444908,1
926259921,0
926259921,0
926283885,0
925362115,1
925183860,0
920198713,0
925297274,1
925297274,0
925194021,0
915416587,0
919963256,1
844165103,0
925428853,0
925428853,1
925401970,0
926091279,0
925281307,0
925447320,1
925378911,0
939345253,1
925205068,1
927154903,0
925354881,0
925202224,0
925354259,0
925335450,0
925303959,1
919963995,0
925449712,0
920297014,0
927833508,0
849005699,1
925317054,0
925200628,0
927037687,0
925340243,0
911203813,0
920487866,1
848376958,1
848376958,0
589197339,0
481539185,0
363955196,0
712934598,1
502066538,0
502066538,1
848366376,1
765615427,0
744021694,0
572401515,0
589087807,0
395630058,0
697497840,0
814965220,0
39459037,0
673204108,1
844914978,0
772682553,0
685698046,0
740855054,0
740855054,0
848023084,0
602065815,0
832015838,0
775196256,0
735544460,1
450745228,0
794304627,1
719131357,0
811544142,0
542300179,1
784213246,1
164118832,1
685761042,0
453850544,1
728225889,0
728225889,1
728225889,1
728225889,1
840419567,0
499523083,1
775098271,0
444881842,1
695605096,0
814411196,0
814411196,1
438954623,1
927625867,0
927442680,0
927442680,0
927651723,0
925363145,1
923112756,1
914593422,0
927675155,0
927804771,0
927827405,0
918224021,0
915375303,0
668220297,0
926287550,1
926282855,0
919687198,0
925372837,0
925372837,1
925200943,0
926093738,0
927779049,0
927779049,0
927625072,0
927625072,0
927625072,1
925196219,1
700729659,0
927037189,0
927297398,1
925305076,0
927439384,0
927614008,1
914730042,1
914730042,1
914730042,1
925187693,1
796505693,0
823274558,1
703254139,0
736675625,1
783608874,0
666620123,1
716481604,0
801939131,0
779831371,0
590291372,1
114539783,0
451648071,0
770963027,0
790950163,1
92435066,0
825029699,0
750845991,0
621666098,0
777882991,0
802435804,0
785295811,0
803807872,0
469652337,0
800746385,0
761513574,1
784281811,0
32200613,0
781618779,0
787918393,0
787918393,0
787918393,0
834347330,0
810536993,1
5143566,0
664637965,0
802377649,0
481465432,0
816974056,0
430242209,0
754418250,0
716848092,0
791321312,1
622879701,1
840903183,1
785602233,0
850626808,1
821116797,0
786812878,1
605151870,1
590278767,0
846460128,0
843146769,1
818517798,0
770377003,0
822416976,1
935925656,0
642156208,0
642156208,0
926160835,1
937769149,1
937688185,0
932259292,0
932259292,0
925936144,0
937754386,1
938021096,0
937711031,1
937748042,0
937641657,0
932535864,1
932268197,0
937687869,1
932217988,0
931936965,0
940941681,0
937674387,0
937674387,1
937748891,1
934307634,0
932406072,0
937613791,0
937978605,0
931600061,0
931724296,0
932544185,1
934648007,0
938013721,0
806805067,1
783841027,0
815008812,0
684381130,0
849077122,0
741984236,1
847467920,0
779364268,0
660977680,0
708890449,1
842962168,0
792580985,1
847489359,0
846537629,0
750090034,1
785151932,0
326386586,0
805301451,1
718314050,1
675514994,0
537374440,0
451681265,1
124721688,1
684387223,1
684387223,1
414530036,0
518720471,0
223965874,1
816171337,0
848507866,0
848507866,0
848507866,1
822942065,0
491168735,1
732188147,0
379516716,0
692090320,0
554121714,1
814488639,0
729163497,0
