ACTIVATION_DATE,SUBSCRIPTION_ID,REVENUE,GENDER,,,BUNDLE_NAME
9/24/2023,861333833,17,Male,,,Daily 200MB Data Bundle
9/24/2023,861333833,17,Male,,,Daily 200MB Data Bundle
9/24/2023,861333833,17,Male,,,Daily 200MB Data Bundle
9/24/2023,861333833,17,Male,,,Daily 200MB Data Bundle
9/25/2023,861333833,17,Male,,,Daily 200MB Data Bundle
9/25/2023,861333833,17,Male,,,Daily 200MB Data Bundle
9/25/2023,861333833,17,Male,,,Daily 200MB Data Bundle
9/25/2023,861333833,17,Male,,,Daily 200MB Data Bundle
9/25/2023,861333833,17,Male,,,Daily 200MB Data Bundle
9/25/2023,861333833,17,Male,,,Daily 200MB Data Bundle
9/26/2023,861333833,17,Male,,,Daily 200MB Data Bundle
9/26/2023,861333833,17,Male,,,Daily 200MB Data Bundle
9/28/2023,861333833,17,Male,,,Daily 200MB Data Bundle
9/29/2023,861333833,17,Male,,,Daily 200MB Data Bundle
9/29/2023,861333833,17,Male,,,Daily 200MB Data Bundle
9/29/2023,861333833,17,Male,,,Daily 200MB Data Bundle
9/29/2023,864718754,17,Male,,,Daily 200MB Data Bundle
9/25/2023,864183371,10,Male,,,Hourly Bundle 400MB
9/28/2023,863712697,15,Female,,,Daily 200MB Data Bundle
9/30/2023,863489201,10,Male,,,Hourly Bundle 400MB
9/26/2023,863571254,17,Male,,,Daily 200MB Data Bundle
9/27/2023,864175785,17,Female,,,Daily 200MB Data Bundle
9/29/2023,865875437,12,Male,,,Hourly Bundle 512MB
9/25/2023,865959757,15,Male,,,Daily 200MB Data Bundle
9/29/2023,861321325,12,Male,,,Hourly Bundle 512MB
9/24/2023,864181994,17,Male,,,Daily 200MB Data Bundle
9/24/2023,863820399,10,Male,,,Hourly Bundle 400MB
,868161463,10,Male,,,Hourly Bundle 400MB
9/30/2023,868185731,17,Male,,,Daily 200MB Data Bundle
9/27/2023,,55,,,,Weekly 425MB Data Bundle
9/27/2023,863416638,50,Male,,,Daily 1GB for 50 Afs Subscription
9/27/2023,863873892,12,Male,,,Hourly Bundle 512MB
,864177022,55,Male,,,
9/25/2023,864371934,17,Male,,,Daily 200MB Data Bundle
9/29/2023,864081835,10,Male,,,Hourly Bundle 400MB
9/27/2023,865936235,10,Male,,,Hourly Bundle 400MB
9/24/2023,868178155,17,Male,,,Daily 200MB Data Bundle
9/24/2023,863513516,10,Male,,,Hourly Bundle 400MB
9/26/2023,865958671,55,Male,,,Weekly 425MB Data Bundle
9/28/2023,867982305,17,Male,,,Daily 200MB Data Bundle
9/30/2023,859547740,17,Male,,,Daily 200MB Data Bundle
9/30/2023,868107273,10,Male,,,Hourly Bundle 400MB
9/25/2023,868165941,10,Male,,,Hourly Bundle 400MB
9/27/2023,859352866,17,Male,,,Daily 200MB Data Bundle
9/26/2023,868006680,17,Male,,,Daily 200MB Data Bundle
9/29/2023,864168891,55,Male,,,Weekly 425MB Data Bundle
9/30/2023,863675601,10,Male,,,Hourly Bundle 400MB
9/28/2023,863471404,10,Male,,,Hourly Bundle 400MB
9/30/2023,866008030,10,Female,,,Hourly Bundle 400MB
9/25/2023,865610024,10,Male,,,Hourly Bundle 400MB
9/30/2023,866249094,110,Male,,,
9/25/2023,864185279,15,Male,,,Daily 200MB Data Bundle
9/24/2023,868260798,17,Male,,,Daily 200MB Data Bundle
9/27/2023,868402238,10,Male,,,Hourly Bundle 400MB
9/28/2023,859256516,55,Male,,,Weekly 425MB Data Bundle
9/28/2023,864929097,10,Male,,,Hourly Bundle 400MB
9/28/2023,868259483,11,Male,,,Hourly Bundle 400MB
9/30/2023,865914531,10,Male,,,Hourly Bundle 400MB
9/29/2023,866427250,50,Male,,,Daily 1GB for 50 Afs Subscription
9/30/2023,854171163,10,Male,,,Hourly Bundle 400MB
9/29/2023,866234852,17,Male,,,Daily 200MB Data Bundle
9/30/2023,865885235,10,Male,,,Hourly Bundle 400MB
9/28/2023,868405155,55,Male,,,Weekly 425MB Data Bundle
9/25/2023,853639322,10,Male,,,Hourly Bundle 400MB
9/26/2023,866004397,15,Male,,,Daily 200MB Data Bundle
9/24/2023,863667829,12,Male,,,Hourly Bundle 512MB
9/29/2023,859091036,17,Male,,,Daily 200MB Data Bundle
9/25/2023,865962571,17,Male,,,Daily 200MB Data Bundle
9/28/2023,865962571,17,Male,,,Daily 200MB Data Bundle
9/30/2023,864391019,10,Male,,,Hourly Bundle 400MB
9/27/2023,868289744,110,Male,,,Monthly 1GB 110AFN
9/28/2023,859103700,10,Male,,,Hourly Bundle 400MB
9/25/2023,868128335,10,Male,,,Hourly Bundle 400MB
9/25/2023,868141734,15,Male,,,Daily 200MB Data Bundle
9/30/2023,865907668,17,Male,,,Daily 200MB Data Bundle
9/27/2023,859375498,15,Female,,,Daily 200MB Data Bundle
9/28/2023,863081192,17,Male,,,Daily 200MB Data Bundle
9/26/2023,864090528,17,Male,,,Daily 200MB Data Bundle
9/24/2023,863001747,17,Male,,,Daily 200MB Data Bundle
9/28/2023,864200273,149,Male,,,Weekly 1.5GB for 149 AFN Subs
9/24/2023,863830102,50,Male,,,Daily 1GB for 50 Afs Subscription
9/28/2023,849075269,55,Male,,,Weekly 425MB Data Bundle
9/28/2023,864110311,55,Male,,,Weekly 425MB Data Bundle
9/29/2023,867762811,10,Male,,,Hourly Bundle 400MB
9/27/2023,866315824,10,Male,,,Hourly Bundle 400MB
9/25/2023,868128519,15,Male,,,Daily 200MB Data Bundle
9/24/2023,868046414,10,Male,,,Hourly Bundle 400MB
,865909022,110,Male,,,
9/27/2023,868034421,50,Male,,,Daily 1GB for 50 Afs Subscription
9/27/2023,,17,Male,,,Daily 200MB Data Bundle
9/27/2023,863627599,17,,,,Daily 200MB Data Bundle
9/28/2023,863627599,17,Male,,,
9/25/2023,860315148,17,Male,,,
9/24/2023,863001020,11,Male,,,Hourly Bundle 400MB
9/25/2023,863001020,11,Male,,,Hourly Bundle 400MB
9/26/2023,863001020,17,Male,,,Daily 200MB Data Bundle
9/26/2023,863001020,11,Male,,,Hourly Bundle 400MB
9/30/2023,861336672,10,Male,,,Hourly Bundle 400MB
9/26/2023,863001814,15,Male,,,Daily 200MB Data Bundle
9/27/2023,859391261,50,Male,,,Daily 1GB for 50 Afs Subscription
9/27/2023,866384982,10,Male,,,Hourly Bundle 400MB
9/24/2023,862627894,10,Male,,,Hourly Bundle 400MB
9/27/2023,866397808,10,Male,,,Hourly Bundle 400MB
9/24/2023,865924247,17,Male,,,Daily 200MB Data Bundle
9/26/2023,866349923,10,Male,,,Hourly Bundle 400MB
9/25/2023,859522878,55,Male,,,Weekly 425MB Data Bundle
9/29/2023,868774877,17,Male,,,Daily 200MB Data Bundle
9/29/2023,868774877,17,Male,,,Daily 200MB Data Bundle
9/24/2023,862574940,17,Male,,,Daily 200MB Data Bundle
9/25/2023,862574940,17,Male,,,Daily 200MB Data Bundle
9/25/2023,862574940,17,Male,,,Daily 200MB Data Bundle
9/25/2023,862574940,17,Male,,,Daily 200MB Data Bundle
9/26/2023,862574940,17,Male,,,Daily 200MB Data Bundle
9/26/2023,862574940,17,Male,,,Daily 200MB Data Bundle
9/28/2023,862574940,17,Male,,,Daily 200MB Data Bundle
9/29/2023,862574940,17,Male,,,Daily 200MB Data Bundle
9/29/2023,862574940,17,Male,,,Daily 200MB Data Bundle
9/29/2023,862574940,17,Male,,,Daily 200MB Data Bundle
9/30/2023,862574940,17,Male,,,Daily 200MB Data Bundle
9/28/2023,865894493,110,Female,,,Monthly 1GB 110AFN
9/28/2023,868731993,10,Male,,,Hourly Bundle 400MB
9/26/2023,868721580,15,Male,,,Daily 200MB Data Bundle
9/30/2023,868744448,10,Male,,,Hourly Bundle 400MB
9/30/2023,859568579,50,Male,,,Daily 1GB for 50 Afs Subscription
9/30/2023,866374460,55,Male,,,Weekly 425MB Data Bundle
9/26/2023,865832757,17,Male,,,Daily 200MB Data Bundle
9/30/2023,862637736,11,Male,,,Hourly Bundle 400MB
9/24/2023,859526781,110,Male,,,Monthly 1GB 110AFN
9/25/2023,866423630,15,Female,,,Daily 200MB Data Bundle
9/27/2023,866242355,55,Male,,,Weekly 425MB Data Bundle
9/27/2023,854299070,17,Male,,,Daily 200MB Data Bundle
9/25/2023,868704126,11,Male,,,Hourly Bundle 400MB
9/25/2023,854147061,10,Male,,,Hourly Bundle 400MB
9/30/2023,863497791,12,Female,,,Hourly Bundle 512MB
9/24/2023,860284438,10,Male,,,Hourly Bundle 400MB
9/28/2023,865061468,11,Male,,,Hourly Bundle 400MB
9/28/2023,859091205,10,Male,,,Hourly Bundle 400MB
9/30/2023,859467283,10,Male,,,Hourly Bundle 400MB
9/30/2023,866294173,17,Male,,,Daily 200MB Data Bundle
9/24/2023,863382884,10,Female,,,Hourly Bundle 400MB
9/26/2023,863382884,10,Female,,,Hourly Bundle 400MB
9/30/2023,864113922,11,Female,,,Hourly Bundle 400MB
9/26/2023,862694914,17,Male,,,Daily 200MB Data Bundle
9/29/2023,865121124,11,Male,,,Hourly Bundle 400MB
9/24/2023,864211975,55,Male,,,Weekly 425MB Data Bundle
9/27/2023,863404701,10,Male,,,Hourly Bundle 400MB
9/27/2023,863369123,17,Female,,,Daily 200MB Data Bundle
9/27/2023,863369123,17,Female,,,Daily 200MB Data Bundle
9/28/2023,863369123,17,Female,,,Daily 200MB Data Bundle
9/30/2023,863377961,10,Male,,,Hourly Bundle 400MB
9/24/2023,865146458,55,Male,,,Weekly 425MB Data Bundle
9/27/2023,865146458,55,Male,,,Weekly 425MB Data Bundle
9/30/2023,865146458,17,Male,,,Daily 200MB Data Bundle
9/25/2023,864524720,17,Male,,,Daily 200MB Data Bundle
9/28/2023,864524720,17,Male,,,Daily 200MB Data Bundle
9/24/2023,864107884,17,Male,,,Daily 200MB Data Bundle
9/30/2023,865846304,10,Male,,,Hourly Bundle 400MB
9/24/2023,865144348,50,Male,,,Daily 1GB for 50 Afs Subscription
9/29/2023,853485532,12,Male,,,Hourly Bundle 512MB
,865056389,17,Male,,,Daily 200MB Data Bundle
9/24/2023,865056920,17,Male,,,Daily 200MB Data Bundle
9/26/2023,736541213,10,Male,,,Hourly Bundle 400MB
9/25/2023,506861302,110,Male,,,Monthly 1GB 110AFN
9/24/2023,490059356,50,,,,Daily 1GB for 50 Afs Subscription
9/26/2023,462398449,11,Male,,,Hourly Bundle 400MB
9/24/2023,491811860,17,Male,,,Daily 200MB Data Bundle
9/25/2023,491811860,17,Male,,,Daily 200MB Data Bundle
9/26/2023,491811860,17,Male,,,Daily 200MB Data Bundle
9/26/2023,681272662,55,Male,,,Weekly 425MB Data Bundle
9/28/2023,653753070,10,Male,,,Hourly Bundle 400MB
9/27/2023,803702999,10,Male,,,Hourly Bundle 400MB
9/26/2023,690444304,10,Male,,,Hourly Bundle 400MB
9/24/2023,614764041,12,Male,,,Hourly Bundle 512MB
9/24/2023,614764041,12,Male,,,Hourly Bundle 512MB
9/30/2023,615639512,50,Male,,,Daily 1GB for 50 Afs Subscription
9/24/2023,783920950,11,Male,,,Hourly Bundle 400MB
9/24/2023,783920950,11,Male,,,Hourly Bundle 400MB
9/26/2023,783920950,11,Male,,,Hourly Bundle 400MB
9/26/2023,783920950,11,Male,,,Hourly Bundle 400MB
9/26/2023,783920950,11,Male,,,Hourly Bundle 400MB
9/26/2023,783920950,11,Male,,,Hourly Bundle 400MB
9/27/2023,783920950,11,Male,,,Hourly Bundle 400MB
9/27/2023,783920950,11,Male,,,Hourly Bundle 400MB
9/27/2023,783920950,11,Male,,,Hourly Bundle 400MB
9/27/2023,783920950,11,Male,,,Hourly Bundle 400MB
9/28/2023,717687158,55,Female,,,Weekly 425MB Data Bundle
9/27/2023,834571543,10,Male,,,Hourly Bundle 400MB
9/26/2023,843020967,17,Male,,,Daily 200MB Data Bundle
9/29/2023,750390817,17,Male,,,Daily 200MB Data Bundle
9/25/2023,775493567,55,Male,,,Weekly 425MB Data Bundle
9/27/2023,775493567,55,Male,,,Weekly 425MB Data Bundle
9/27/2023,645107863,17,Male,,,Daily 200MB Data Bundle
9/29/2023,525946314,10,Male,,,Hourly Bundle 400MB
9/24/2023,710007753,15,Male,,,Daily 200MB Data Bundle
9/29/2023,385977848,15,Male,,,Daily 200MB Data Bundle
9/24/2023,736792213,17,Male,,,Daily 200MB Data Bundle
9/24/2023,13433094,12,Male,,,Hourly Bundle 512MB
9/25/2023,1940368,15,Male,,,Daily 200MB Data Bundle
9/25/2023,488687026,10,Male,,,Hourly Bundle 400MB
9/25/2023,784269504,11,Male,,,Hourly Bundle 400MB
9/24/2023,362285065,10,Male,,,Hourly Bundle 400MB
9/27/2023,792542724,55,Male,,,Weekly 425MB Data Bundle
9/30/2023,551926735,15,Male,,,Daily 200MB Data Bundle
9/27/2023,732220314,17,Male,,,Daily 200MB Data Bundle
9/27/2023,604615667,15,Male,,,Daily 200MB Data Bundle
9/28/2023,676477878,10,Male,,,Hourly Bundle 400MB
9/30/2023,648232388,17,Male,,,Daily 200MB Data Bundle
9/25/2023,791352374,10,Male,,,Hourly Bundle 400MB
9/25/2023,865057541,10,Male,,,Hourly Bundle 400MB
9/29/2023,860307199,110,Male,,,Monthly 1GB 110AFN
9/24/2023,868225559,17,Male,,,Daily 200MB Data Bundle
9/28/2023,866017156,15,Male,,,Daily 200MB Data Bundle
9/26/2023,868378267,110,Male,,,Monthly 1GB 110AFN
9/26/2023,854164066,10,Male,,,Hourly Bundle 400MB
9/24/2023,866418283,17,Male,,,Daily 200MB Data Bundle
9/27/2023,866418283,17,Male,,,Daily 200MB Data Bundle
9/28/2023,866418283,17,Male,,,Daily 200MB Data Bundle
9/27/2023,866014151,10,Male,,,Hourly Bundle 400MB
9/25/2023,866443348,15,Male,,,Daily 200MB Data Bundle
9/29/2023,868226271,10,Male,,,Hourly Bundle 400MB
9/29/2023,862529980,10,Male,,,Hourly Bundle 400MB
9/26/2023,859105684,17,Male,,,Daily 200MB Data Bundle
9/25/2023,868396408,55,Male,,,Weekly 425MB Data Bundle
9/29/2023,868396408,55,Male,,,Weekly 425MB Data Bundle
9/27/2023,864208664,17,Male,,,Daily 200MB Data Bundle
9/24/2023,868367055,10,Male,,,Hourly Bundle 400MB
9/24/2023,868366160,17,Male,,,Daily 200MB Data Bundle
9/30/2023,868366160,17,Male,,,Daily 200MB Data Bundle
9/29/2023,868369898,12,Male,,,Hourly Bundle 512MB
9/24/2023,864077531,11,Male,,,Hourly Bundle 400MB
9/25/2023,864077531,11,Male,,,Hourly Bundle 400MB
9/24/2023,865889548,10,Male,,,Hourly Bundle 400MB
9/24/2023,865940881,17,Male,,,Daily 200MB Data Bundle
9/30/2023,861308613,15,Female,,,Daily 200MB Data Bundle
9/30/2023,863820301,17,Male,,,Daily 200MB Data Bundle
9/24/2023,866303333,17,Male,,,Daily 200MB Data Bundle
9/27/2023,859442283,10,Male,,,Hourly Bundle 400MB
9/29/2023,864188672,50,Male,,,Daily 1GB for 50 Afs Subscription
9/27/2023,862512656,10,Female,,,Hourly Bundle 400MB
9/30/2023,859150251,110,Male,,,Monthly 1GB 110AFN
9/29/2023,864038144,10,Male,,,Hourly Bundle 400MB
9/29/2023,868208986,10,Male,,,Hourly Bundle 400MB
9/24/2023,865958193,10,Male,,,Hourly Bundle 400MB
9/29/2023,865958193,10,Male,,,Hourly Bundle 400MB
9/25/2023,868372593,15,Male,,,Daily 200MB Data Bundle
9/24/2023,863617929,10,Male,,,Hourly Bundle 400MB
9/27/2023,866016367,17,Male,,,Daily 200MB Data Bundle
9/29/2023,862537749,12,Male,,,Hourly Bundle 512MB
9/28/2023,865882131,15,Male,,,Daily 200MB Data Bundle
9/27/2023,859520959,55,Male,,,Weekly 425MB Data Bundle
9/26/2023,865793815,15,Male,,,Daily 200MB Data Bundle
9/24/2023,871004023,10,Male,,,Hourly Bundle 400MB
9/24/2023,871311365,15,Male,,,Daily 200MB Data Bundle
9/24/2023,869422421,17,Male,,,Daily 200MB Data Bundle
9/28/2023,758736391,15,Male,,,Daily 200MB Data Bundle
9/30/2023,816594943,17,Male,,,Daily 200MB Data Bundle
9/27/2023,597196967,15,Male,,,Daily 200MB Data Bundle
9/24/2023,291246295,10,Male,,,Hourly Bundle 400MB
9/24/2023,291246295,10,Male,,,Hourly Bundle 400MB
9/26/2023,821066214,110,Male,,,Monthly 1GB 110AFN
9/24/2023,583871545,15,Male,,,Daily 200MB Data Bundle
9/30/2023,778597157,15,Male,,,Daily 200MB Data Bundle
9/26/2023,707133661,110,Male,,,Monthly 1GB 110AFN
9/29/2023,707133661,110,Male,,,Monthly 1GB 110AFN
9/24/2023,548247815,10,Male,,,Hourly Bundle 400MB
9/26/2023,634472183,15,Male,,,Daily 200MB Data Bundle
9/27/2023,704147094,15,Female,,,Daily 200MB Data Bundle
9/30/2023,455198949,17,Male,,,Daily 200MB Data Bundle
9/26/2023,761404600,55,Male,,,Weekly 425MB Data Bundle
9/25/2023,840518979,10,Male,,,Hourly Bundle 400MB
9/29/2023,732327712,10,Male,,,Hourly Bundle 400MB
9/24/2023,529060763,17,Female,,,Daily 200MB Data Bundle
9/25/2023,786809491,17,Male,,,Daily 200MB Data Bundle
9/25/2023,668340618,10,Male,,,Hourly Bundle 400MB
9/27/2023,668340618,10,Male,,,Hourly Bundle 400MB
9/26/2023,816153719,12,Male,,,Hourly Bundle 512MB
9/24/2023,353093195,10,Male,,,Hourly Bundle 400MB
9/27/2023,419425562,10,Male,,,Hourly Bundle 400MB
9/25/2023,635411867,55,Male,,,Weekly 425MB Data Bundle
9/28/2023,398962710,999,Male,,,Monthly 20GB for 999AFN
9/29/2023,688903918,17,Male,,,Daily 200MB Data Bundle
9/27/2023,737319823,110,Male,,,Monthly 1GB 110AFN
9/29/2023,630607400,10,Male,,,Hourly Bundle 400MB
9/30/2023,630607400,10,Male,,,Hourly Bundle 400MB
9/25/2023,593256525,10,Male,,,Hourly Bundle 400MB
9/30/2023,396227,50,Male,,,Daily 1GB for 50 Afs Subscription
9/24/2023,635610331,15,Male,,,Daily 200MB Data Bundle
9/28/2023,826527113,12,Male,,,Hourly Bundle 512MB
9/25/2023,330081992,15,Male,,,Daily 200MB Data Bundle
9/27/2023,684471929,55,Male,,,Weekly 425MB Data Bundle
9/28/2023,742577068,17,Male,,,Daily 200MB Data Bundle
9/27/2023,481513797,110,Male,,,Monthly 1GB 110AFN
9/27/2023,479643922,11,Male,,,Hourly Bundle 400MB
9/29/2023,479643922,17,Male,,,Daily 200MB Data Bundle
9/25/2023,742086942,17,Male,,,Daily 200MB Data Bundle
9/28/2023,748446226,50,Male,,,Daily 1GB for 50 Afs Subscription
9/25/2023,673826625,10,Male,,,Hourly Bundle 400MB
9/29/2023,724032941,17,Male,,,Daily 200MB Data Bundle
9/30/2023,671625869,50,Male,,,Daily 1GB for 50 Afs Subscription
9/24/2023,688767477,17,Male,,,Daily 200MB Data Bundle
9/28/2023,688767477,17,Male,,,Daily 200MB Data Bundle
9/29/2023,688767477,17,Male,,,Daily 200MB Data Bundle
9/26/2023,835995767,11,Male,,,Hourly Bundle 400MB
9/26/2023,741135105,110,Male,,,Monthly 1GB 110AFN
9/27/2023,24617241,15,Male,,,Daily 200MB Data Bundle
9/29/2023,623883299,10,Male,,,Hourly Bundle 400MB
9/26/2023,869408237,11,Male,,,Hourly Bundle 400MB
9/24/2023,869574471,17,Female,,,Daily 200MB Data Bundle
9/27/2023,869582758,10,Male,,,Hourly Bundle 400MB
9/24/2023,866394745,10,Male,,,Hourly Bundle 400MB
9/30/2023,869434469,17,Male,,,Daily 200MB Data Bundle
9/27/2023,866336443,12,Male,,,Hourly Bundle 512MB
9/28/2023,864057914,10,Female,,,Hourly Bundle 400MB
9/24/2023,866254806,17,Male,,,Daily 200MB Data Bundle
9/25/2023,869602076,10,Male,,,Hourly Bundle 400MB
9/25/2023,869602076,10,Male,,,Hourly Bundle 400MB
9/26/2023,865825085,10,Female,,,Hourly Bundle 400MB
9/26/2023,870240428,17,Male,,,Daily 200MB Data Bundle
9/29/2023,870240428,17,Male,,,Daily 200MB Data Bundle
9/30/2023,869424761,11,Male,,,Hourly Bundle 400MB
9/26/2023,871217320,15,Male,,,Daily 200MB Data Bundle
9/27/2023,870114757,10,Male,,,Hourly Bundle 400MB
9/29/2023,870989689,50,Male,,,Daily 1GB for 50 Afs Subscription
9/28/2023,871298705,10,Male,,,Hourly Bundle 400MB
9/25/2023,866566082,110,Female,,,Monthly 1GB 110AFN
9/25/2023,870076411,17,Male,,,Daily 200MB Data Bundle
9/29/2023,870076411,17,Male,,,Daily 200MB Data Bundle
9/30/2023,870076411,17,Male,,,Daily 200MB Data Bundle
9/29/2023,871325295,55,Male,,,Weekly 425MB Data Bundle
9/27/2023,871040767,15,Male,,,Daily 200MB Data Bundle
9/29/2023,865952704,15,Male,,,Daily 200MB Data Bundle
9/30/2023,871027615,15,Male,,,Daily 200MB Data Bundle
9/24/2023,864037690,15,Male,,,Daily 200MB Data Bundle
9/28/2023,866524630,10,Male,,,Hourly Bundle 400MB
9/28/2023,869417598,10,Male,,,Hourly Bundle 400MB
9/28/2023,869977858,11,Male,,,Hourly Bundle 400MB
9/29/2023,869977858,11,Male,,,Hourly Bundle 400MB
9/29/2023,861294613,17,Female,,,Daily 200MB Data Bundle
9/24/2023,869240073,10,Male,,,Hourly Bundle 400MB
9/29/2023,863618395,11,Female,,,Hourly Bundle 400MB
9/29/2023,866355153,10,Male,,,Hourly Bundle 400MB
9/25/2023,866057488,10,Male,,,Hourly Bundle 400MB
9/30/2023,868990260,15,Male,,,Daily 200MB Data Bundle
9/29/2023,866243645,55,Male,,,Weekly 425MB Data Bundle
9/29/2023,869233324,50,Male,,,Daily 1GB for 50 Afs Subscription
9/26/2023,869436825,10,Male,,,Hourly Bundle 400MB
9/28/2023,871227178,11,Male,,,Hourly Bundle 400MB
9/30/2023,869418644,10,Female,,,Hourly Bundle 400MB
9/28/2023,871216356,10,Male,,,Hourly Bundle 400MB
9/29/2023,861298083,17,Male,,,Daily 200MB Data Bundle
9/30/2023,861298083,17,Male,,,Daily 200MB Data Bundle
9/26/2023,848964408,10,Male,,,Hourly Bundle 400MB
9/25/2023,868993074,17,Female,,,Daily 200MB Data Bundle
9/29/2023,868997487,10,Male,,,Hourly Bundle 400MB
9/30/2023,868997487,10,Male,,,Hourly Bundle 400MB
9/29/2023,870001868,50,Male,,,Daily 1GB for 50 Afs Subscription
9/29/2023,866276550,17,Male,,,Daily 200MB Data Bundle
9/26/2023,870057803,10,Male,,,Hourly Bundle 400MB
9/30/2023,868993968,55,Male,,,Weekly 425MB Data Bundle
9/29/2023,865914927,55,Male,,,Weekly 425MB Data Bundle
9/27/2023,869923579,10,Male,,,Hourly Bundle 400MB
9/27/2023,869941642,17,Male,,,Daily 200MB Data Bundle
9/28/2023,863698688,15,Male,,,Daily 200MB Data Bundle
9/25/2023,869911303,11,Female,,,Hourly Bundle 400MB
9/25/2023,869993198,10,Male,,,Hourly Bundle 400MB
9/25/2023,869993198,10,Male,,,Hourly Bundle 400MB
9/30/2023,816783764,15,Male,,,Daily 200MB Data Bundle
9/24/2023,613665709,17,Male,,,Daily 200MB Data Bundle
9/27/2023,739006719,50,Male,,,Daily 1GB for 50 Afs Subscription
9/26/2023,685740322,10,Male,,,Hourly Bundle 400MB
9/30/2023,449146396,12,Male,,,Hourly Bundle 512MB
9/24/2023,810844670,110,Male,,,Monthly 1GB 110AFN
