ACTIVATION_DATE,SUBSCRIPTION_ID,REVENUE,GENDER,PROVINCE,Language,BUNDLE_NAME
9/24/2023,916688664.0,17,Male,Herat,English,Daily 200MB Data Bundle
9/26/2023,568337423.0,110,Male,Parwan,Dari,Monthly 1GB 110AFN
9/29/2023,778313695.0,50,Male,Herat,Pashto,Daily 1GB for 50 Afs Subscription
9/26/2023,934281487.0,10,Male,BAGHLAN,Dari,Hourly Bundle 400MB
9/26/2023,877815126.0,17,Female,Herat,Pashto,Daily 200MB Data Bundle
9/25/2023,925937791.0,10,Male,HELMAND,Pashto,Hourly Bundle 400MB
9/25/2023,377775742.0,15,Male,HELMAND,Pashto,Daily 200MB Data Bundle
9/29/2023,927254980.0,55,Male,BAGHLAN,Dari,Weekly 425MB Data Bundle
9/24/2023,761375384.0,55,Male,Parwan,Dari,Weekly 425MB Data Bundle
9/28/2023,871477927.0,50,Male,NANGARHAR,Dari,Daily 1GB for 50 Afs Subscription
9/27/2023,934553697.0,55,Male,HELMAND,Pashto,Weekly 425MB Data Bundle
9/28/2023,220483664.0,15,Male,BAGHLAN,Dari,Daily 200MB Data Bundle
9/27/2023,864095067.0,17,Female,Parwan,Dari,Daily 200MB Data Bundle
9/27/2023,930819634.0,10,Male,NANGARHAR,English,Hourly Bundle 400MB
9/28/2023,859200073.0,50,Male,NANGARHAR,Pashto,Daily 1GB for 50 Afs Subscription
9/27/2023,569827857.0,11,Male,Parwan,Dari,Hourly Bundle 400MB
9/30/2023,937567160.0,11,Male,HELMAND,Pashto,Hourly Bundle 400MB
9/30/2023,929619565.0,10,Male,Parwan,Dari,Hourly Bundle 400MB
9/25/2023,210445028.0,50,Male,Herat,English,Daily 1GB for 50 Afs Subscription
9/27/2023,942695728.0,15,Male,Herat,Pashto,Daily 200MB Data Bundle
9/30/2023,865641839.0,17,Male,KABUL,Pashto,Daily 200MB Data Bundle
9/28/2023,892477699.0,17,Female,HELMAND,Pashto,Daily 200MB Data Bundle
9/25/2023,920098969.0,10,Male,BAGHLAN,Dari,Hourly Bundle 400MB
9/25/2023,788003288.0,10,Male,BAGHLAN,Dari,Hourly Bundle 400MB
9/26/2023,814695815.0,110,Male,HELMAND,Pashto,Monthly 1GB 110AFN
9/27/2023,685882577.0,17,Male,HELMAND,Pashto,Daily 200MB Data Bundle
9/30/2023,447529411.0,999,Male,BALKH,Dari,Monthly 20GB for 999AFN
9/30/2023,874055103.0,11,Male,Herat,Pashto,Hourly Bundle 400MB
9/28/2023,937954581.0,17,Male,KABUL,Dari,Daily 200MB Data Bundle
9/24/2023,873940073.0,55,Male,HELMAND,Pashto,Weekly 425MB Data Bundle
9/30/2023,863030306.0,10,Male,BALKH,Dari,Hourly Bundle 400MB
9/30/2023,849536671.0,17,Male,Parwan,Dari,Daily 200MB Data Bundle
9/27/2023,929601456.0,17,Male,BAGHLAN,Dari,Daily 200MB Data Bundle
9/30/2023,717972590.0,10,Male,Parwan,Dari,Hourly Bundle 400MB
9/25/2023,863673999.0,17,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/29/2023,934500563.0,17,Female,KABUL,Dari,Daily 200MB Data Bundle
9/25/2023,462436844.0,17,Male,Herat,Pashto,Daily 200MB Data Bundle
9/29/2023,913901768.0,12,Male,BAGHLAN,Dari,Hourly Bundle 512MB
9/26/2023,444130238.0,11,Male,NANGARHAR,Pashto,Hourly Bundle 400MB
9/25/2023,785062761.0,55,Male,Herat,Pashto,Weekly 425MB Data Bundle
9/28/2023,732315350.0,12,Male,KABUL,Dari,Hourly Bundle 512MB
9/27/2023,704508060.0,10,Male,HELMAND,Pashto,Hourly Bundle 400MB
9/30/2023,874281592.0,17,Male,Herat,English,Daily 200MB Data Bundle
9/28/2023,263977106.0,10,Male,NANGARHAR,Pashto,Hourly Bundle 400MB
9/27/2023,822942065.0,17,Male,BAGHLAN,Dari,Daily 200MB Data Bundle
9/27/2023,934540269.0,17,Male,BAGHLAN,Dari,Daily 200MB Data Bundle
9/25/2023,854910466.0,11,Male,HELMAND,English,Hourly Bundle 400MB
9/25/2023,920915824.0,10,Male,NANGARHAR,English,Hourly Bundle 400MB
9/24/2023,453836817.0,10,Male,Parwan,Dari,Hourly Bundle 400MB
9/30/2023,944004027.0,15,Female,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/30/2023,926214233.0,50,Male,BAGHLAN,Dari,Daily 1GB for 50 Afs Subscription
9/26/2023,500766098.0,110,Male,NANGARHAR,Pashto,Monthly 1GB 110AFN
9/30/2023,774993658.0,999,Female,BAGHLAN,Dari,Monthly 20GB for 999AFN
9/24/2023,805185453.0,11,Male,Herat,Pashto,Hourly Bundle 400MB
9/25/2023,736579131.0,10,Male,NANGARHAR,English,Hourly Bundle 400MB
9/26/2023,919813103.0,10,Male,Parwan,Dari,Hourly Bundle 400MB
9/27/2023,934252232.0,17,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/30/2023,608104437.0,10,Female,KABUL,Dari,Hourly Bundle 400MB
9/24/2023,927725641.0,17,Male,HELMAND,English,Daily 200MB Data Bundle
9/28/2023,825440486.0,11,Female,BAGHLAN,Dari,Hourly Bundle 400MB
9/24/2023,918066836.0,15,Male,Parwan,Dari,Daily 200MB Data Bundle
9/30/2023,681326786.0,10,Male,KABUL,Dari,Hourly Bundle 400MB
9/27/2023,447595437.0,17,Male,Herat,Pashto,Daily 200MB Data Bundle
9/30/2023,19942400.0,999,Male,KABUL,Dari,Monthly 20GB for 999AFN
9/24/2023,859084669.0,17,Male,Parwan,Dari,Daily 200MB Data Bundle
9/26/2023,865596279.0,17,Male,BAGHLAN,Dari,Daily 200MB Data Bundle
9/24/2023,937802525.0,12,Male,Parwan,Dari,Hourly Bundle 512MB
9/26/2023,657764582.0,50,Male,HELMAND,Pashto,Daily 1GB for 50 Afs Subscription
9/26/2023,932257784.0,55,Female,Herat,Pashto,Weekly 425MB Data Bundle
9/29/2023,918207131.0,17,Male,BAGHLAN,Dari,Daily 200MB Data Bundle
9/26/2023,604725785.0,17,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/28/2023,509786000.0,17,Male,Herat,English,Daily 200MB Data Bundle
9/25/2023,508295404.0,50,Male,Parwan,Dari,Daily 1GB for 50 Afs Subscription
9/30/2023,754386943.0,17,Male,KABUL,Dari,Daily 200MB Data Bundle
9/28/2023,937879804.0,17,Male,HELMAND,Pashto,Daily 200MB Data Bundle
9/30/2023,869723317.0,15,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/29/2023,912258799.0,17,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/27/2023,873871070.0,11,Male,KABUL,Dari,Hourly Bundle 400MB
9/29/2023,927821055.0,17,Male,BAGHLAN,Dari,Daily 200MB Data Bundle
9/26/2023,873707799.0,10,Male,Parwan,Dari,Hourly Bundle 400MB
9/29/2023,937570027.0,17,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/30/2023,333048360.0,999,Male,KABUL,Dari,Monthly 20GB for 999AFN
9/28/2023,932464770.0,17,Male,Herat,Pashto,Daily 200MB Data Bundle
9/27/2023,917606746.0,10,Male,BAGHLAN,Dari,Hourly Bundle 400MB
9/29/2023,849152547.0,55,Male,KABUL,Dari,Weekly 425MB Data Bundle
9/29/2023,934105754.0,10,Male,NANGARHAR,English,Hourly Bundle 400MB
9/24/2023,864897129.0,10,Male,Herat,English,Hourly Bundle 400MB
9/24/2023,783842384.0,10,Male,NANGARHAR,Pashto,Hourly Bundle 400MB
9/26/2023,932107925.0,17,Male,Herat,Pashto,Daily 200MB Data Bundle
9/24/2023,934601770.0,17,Male,Herat,Pashto,Daily 200MB Data Bundle
9/30/2023,873451662.0,15,Male,BAGHLAN,Dari,Daily 200MB Data Bundle
9/25/2023,858079416.0,17,Male,Parwan,Dari,Daily 200MB Data Bundle
9/30/2023,863544216.0,10,Female,BAGHLAN,Dari,Hourly Bundle 400MB
9/24/2023,639021770.0,10,Male,NANGARHAR,Pashto,Hourly Bundle 400MB
9/26/2023,721004932.0,15,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/29/2023,864718754.0,17,Male,KABUL,Pashto,Daily 200MB Data Bundle
9/26/2023,864308814.0,10,Female,BAGHLAN,Dari,Hourly Bundle 400MB
9/29/2023,934181773.0,17,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/28/2023,932190879.0,10,Female,KABUL,Dari,Hourly Bundle 400MB
9/28/2023,873912773.0,50,Male,HELMAND,Pashto,Daily 1GB for 50 Afs Subscription
9/29/2023,865455038.0,11,Female,BAGHLAN,Pashto,Hourly Bundle 400MB
9/29/2023,876032700.0,11,Male,HELMAND,Pashto,Hourly Bundle 400MB
9/28/2023,854161074.0,110,Male,BALKH,Dari,Monthly 1GB 110AFN
9/28/2023,242243425.0,149,Male,NANGARHAR,Dari,Weekly 1.5GB for 149 AFN Subs
9/30/2023,929381074.0,10,Male,Parwan,Dari,Hourly Bundle 400MB
9/29/2023,911402099.0,10,Female,NANGARHAR,Pashto,Hourly Bundle 400MB
9/28/2023,914994031.0,17,Male,HELMAND,English,Daily 200MB Data Bundle
9/27/2023,899008767.0,55,Male,HELMAND,Pashto,Weekly 425MB Data Bundle
9/30/2023,934269858.0,10,Male,Parwan,Dari,Hourly Bundle 400MB
9/24/2023,944013397.0,110,Male,Parwan,Dari,Monthly 1GB 110AFN
9/29/2023,747748733.0,50,Male,Parwan,Dari,Daily 1GB for 50 Afs Subscription
9/27/2023,863864594.0,17,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/24/2023,929388083.0,10,Male,KABUL,Dari,Hourly Bundle 400MB
9/28/2023,599888989.0,10,Male,Herat,English,Hourly Bundle 400MB
9/25/2023,932142956.0,10,Male,BAGHLAN,Dari,Hourly Bundle 400MB
9/30/2023,937671015.0,50,Male,BAGHLAN,Dari,Daily 1GB for 50 Afs Subscription
9/25/2023,537196403.0,11,Male,KABUL,Dari,Hourly Bundle 400MB
9/24/2023,918299350.0,17,Male,Herat,Pashto,Daily 200MB Data Bundle
9/29/2023,654108645.0,10,Male,NANGARHAR,Pashto,Hourly Bundle 400MB
9/28/2023,927486313.0,50,Male,Parwan,Dari,Daily 1GB for 50 Afs Subscription
9/28/2023,904905987.0,10,Male,HELMAND,Pashto,Hourly Bundle 400MB
9/30/2023,771197043.0,10,Male,HELMAND,Pashto,Hourly Bundle 400MB
9/30/2023,765175674.0,17,Male,BAGHLAN,Dari,Daily 200MB Data Bundle
9/24/2023,931839259.0,110,Male,HELMAND,Pashto,Monthly 1GB 110AFN
9/25/2023,865275350.0,10,Male,KABUL,Dari,Hourly Bundle 400MB
9/29/2023,861333833.0,17,Male,NANGARHAR,Dari,Daily 200MB Data Bundle
9/25/2023,889240976.0,10,Male,Herat,Pashto,Hourly Bundle 400MB
9/25/2023,911368425.0,15,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/29/2023,908797890.0,17,Female,BAGHLAN,Dari,Daily 200MB Data Bundle
9/29/2023,859484723.0,110,Male,NANGARHAR,Pashto,Monthly 1GB 110AFN
9/24/2023,917767978.0,17,Male,HELMAND,English,Daily 200MB Data Bundle
9/28/2023,899532692.0,55,Male,Parwan,Dari,Weekly 425MB Data Bundle
9/28/2023,876617499.0,17,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/24/2023,822739347.0,55,Male,Herat,Pashto,Weekly 425MB Data Bundle
9/27/2023,604600846.0,10,Male,NANGARHAR,English,Hourly Bundle 400MB
9/26/2023,782258173.0,17,Male,BAGHLAN,Dari,Daily 200MB Data Bundle
9/29/2023,782006286.0,10,Male,NANGARHAR,English,Hourly Bundle 400MB
9/24/2023,861333833.0,17,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/26/2023,856041184.0,17,Male,NANGARHAR,English,Daily 200MB Data Bundle
9/29/2023,927725641.0,17,Male,Parwan,Dari,Daily 200MB Data Bundle
9/28/2023,937638895.0,17,Male,Parwan,Dari,Daily 200MB Data Bundle
9/29/2023,395629865.0,10,Male,NANGARHAR,English,Hourly Bundle 400MB
9/28/2023,927826292.0,17,Female,BAGHLAN,Dari,Daily 200MB Data Bundle
9/30/2023,413420637.0,549,Male,KABUL,Dari,Monthly 6GB for 499AFN
9/28/2023,851296593.0,10,Male,Parwan,Dari,Hourly Bundle 400MB
9/27/2023,934213110.0,17,Male,Parwan,Dari,Daily 200MB Data Bundle
9/24/2023,875923695.0,17,Male,Herat,Pashto,Daily 200MB Data Bundle
9/29/2023,864213988.0,50,Male,Herat,Pashto,Daily 1GB for 50 Afs Subscription
9/27/2023,936077446.0,17,Female,KABUL,Dari,Daily 200MB Data Bundle
9/29/2023,21319402.0,17,Male,NANGARHAR,English,Daily 200MB Data Bundle
9/28/2023,679786511.0,17,Male,Parwan,Pashto,Daily 200MB Data Bundle
9/24/2023,859359276.0,55,Male,PARWAN,Dari,Weekly 425MB Data Bundle
9/30/2023,927635217.0,17,Male,Parwan,Dari,Daily 200MB Data Bundle
9/24/2023,863820399.0,10,Male,KABUL,Pashto,Hourly Bundle 400MB
9/25/2023,932557626.0,12,Female,Parwan,Dari,Hourly Bundle 512MB
9/30/2023,925967794.0,11,Female,KABUL,Dari,Hourly Bundle 400MB
9/24/2023,352994237.0,50,Male,HELMAND,Pashto,Daily 1GB for 50 Afs Subscription
9/25/2023,207718549.0,11,Female,NANGARHAR,Pashto,Hourly Bundle 400MB
9/26/2023,688952091.0,11,Male,Parwan,Dari,Hourly Bundle 400MB
9/25/2023,920251501.0,10,Female,KABUL,Dari,Hourly Bundle 400MB
9/26/2023,706691005.0,10,Male,HELMAND,Pashto,Hourly Bundle 400MB
9/29/2023,802542252.0,15,Male,Parwan,Dari,Daily 200MB Data Bundle
9/24/2023,932117007.0,17,Male,BAGHLAN,Dari,Daily 200MB Data Bundle
9/25/2023,925366137.0,17,Male,KABUL,Dari,Daily 200MB Data Bundle
9/25/2023,888507634.0,17,Male,HELMAND,Pashto,Daily 200MB Data Bundle
9/25/2023,942093709.0,12,Male,NANGARHAR,Pashto,Hourly Bundle 512MB
9/28/2023,907802021.0,10,Male,Herat,Pashto,Hourly Bundle 400MB
9/27/2023,907957132.0,10,Male,HELMAND,Pashto,Hourly Bundle 400MB
9/29/2023,920382790.0,17,Male,KABUL,Dari,Daily 200MB Data Bundle
9/26/2023,878165507.0,110,Male,HELMAND,Pashto,Monthly 1GB 110AFN
9/28/2023,836580398.0,10,Male,NANGARHAR,English,Hourly Bundle 400MB
9/26/2023,819247304.0,10,Male,Parwan,Dari,Hourly Bundle 400MB
9/25/2023,869967876.0,12,Male,Herat,Pashto,Hourly Bundle 512MB
9/29/2023,667873921.0,10,Male,Herat,Pashto,Hourly Bundle 400MB
9/28/2023,814693332.0,17,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/28/2023,859324255.0,110,Male,GHOR,Dari,Monthly 1GB 110AFN
9/27/2023,917564152.0,11,Male,NANGARHAR,English,Hourly Bundle 400MB
9/25/2023,897957318.0,15,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/26/2023,788950637.0,17,Male,HELMAND,Pashto,Daily 200MB Data Bundle
9/26/2023,783920950.0,11,Male,KABUL,Dari,Hourly Bundle 400MB
9/27/2023,808700747.0,17,Female,HELMAND,English,Daily 200MB Data Bundle
9/24/2023,862465914.0,10,Male,KABUL,Dari,Hourly Bundle 400MB
9/27/2023,927761848.0,15,Male,Herat,Pashto,Daily 200MB Data Bundle
9/30/2023,469652337.0,11,Male,NANGARHAR,Pashto,Hourly Bundle 400MB
9/29/2023,917589726.0,10,Male,BAGHLAN,Dari,Hourly Bundle 400MB
9/28/2023,937764004.0,110,Female,NANGARHAR,English,Monthly 1GB 110AFN
9/29/2023,899464135.0,17,Male,Herat,Pashto,Daily 200MB Data Bundle
9/27/2023,907729173.0,17,Female,KABUL,Dari,Daily 200MB Data Bundle
9/29/2023,793899426.0,10,Male,HELMAND,Pashto,Hourly Bundle 400MB
9/29/2023,814292042.0,11,Male,KABUL,Dari,Hourly Bundle 400MB
9/26/2023,889968063.0,50,Female,HELMAND,English,Daily 1GB for 50 Afs Subscription
9/28/2023,668329895.0,10,Male,BAGHLAN,Dari,Hourly Bundle 400MB
9/28/2023,863422819.0,17,Male,KABUL,Pashto,Daily 200MB Data Bundle
9/25/2023,907979613.0,17,Female,Herat,Pashto,Daily 200MB Data Bundle
9/27/2023,779184652.0,12,Male,NANGARHAR,Pashto,Hourly Bundle 512MB
9/30/2023,846247280.0,999,Male,KABUL,Dari,Monthly 20GB for 999AFN
9/26/2023,899236382.0,17,Male,Herat,Pashto,Daily 200MB Data Bundle
9/30/2023,863030306.0,10,Male,BALKH,Dari,Hourly Bundle 400MB
9/24/2023,927445255.0,17,Male,Herat,Pashto,Daily 200MB Data Bundle
9/28/2023,609495105.0,17,Male,Herat,English,Daily 200MB Data Bundle
9/30/2023,878233193.0,15,Male,Herat,English,Daily 200MB Data Bundle
9/26/2023,772820731.0,17,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/29/2023,779858571.0,50,Male,KABUL,Dari,Daily 1GB for 50 Afs Subscription
9/25/2023,128878396.0,10,Male,HELMAND,Pashto,Hourly Bundle 400MB
9/26/2023,695769603.0,10,Male,KABUL,Dari,Hourly Bundle 400MB
9/24/2023,907507655.0,55,Male,HELMAND,Pashto,Weekly 425MB Data Bundle
9/28/2023,937576358.0,55,Male,NANGARHAR,English,Weekly 425MB Data Bundle
9/25/2023,891719054.0,17,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/25/2023,729184818.0,10,Male,Herat,English,Hourly Bundle 400MB
9/27/2023,897650092.0,10,Male,BAGHLAN,Dari,Hourly Bundle 400MB
9/25/2023,898733215.0,10,Female,NANGARHAR,English,Hourly Bundle 400MB
9/26/2023,646213904.0,50,Male,KABUL,Dari,Daily 1GB for 50 Afs Subscription
9/27/2023,915834819.0,10,Female,KABUL,Dari,Hourly Bundle 400MB
9/29/2023,937757097.0,17,Male,BAGHLAN,Dari,Daily 200MB Data Bundle
9/24/2023,934095663.0,55,Male,NANGARHAR,Pashto,Weekly 425MB Data Bundle
9/29/2023,857347334.0,10,Male,BAGHLAN,Dari,Hourly Bundle 400MB
9/26/2023,878497843.0,17,Female,Herat,Pashto,Daily 200MB Data Bundle
9/27/2023,732381111.0,17,Female,Herat,Pashto,Daily 200MB Data Bundle
9/27/2023,860288357.0,17,Male,Herat,Pashto,Daily 200MB Data Bundle
9/25/2023,841151468.0,10,Male,HELMAND,Pashto,Hourly Bundle 400MB
9/27/2023,915925285.0,10,Male,Herat,Pashto,Hourly Bundle 400MB
9/29/2023,827437418.0,10,Male,Herat,Pashto,Hourly Bundle 400MB
9/24/2023,688767477.0,17,Male,BAGHLAN,Dari,Daily 200MB Data Bundle
9/26/2023,927457524.0,17,Male,Herat,English,Daily 200MB Data Bundle
9/30/2023,889251625.0,17,Female,Herat,Pashto,Daily 200MB Data Bundle
9/28/2023,767190135.0,17,Male,Parwan,Dari,Daily 200MB Data Bundle
9/24/2023,788554766.0,17,Male,Parwan,Dari,Daily 200MB Data Bundle
9/30/2023,728225889.0,17,Male,Parwan,Dari,Daily 200MB Data Bundle
9/29/2023,918205765.0,17,Female,HELMAND,Pashto,Daily 200MB Data Bundle
9/26/2023,869436825.0,10,Male,Parwan,Dari,Hourly Bundle 400MB
9/26/2023,878006855.0,50,Male,HELMAND,Pashto,Daily 1GB for 50 Afs Subscription
9/30/2023,934459297.0,12,Female,Parwan,Dari,Hourly Bundle 512MB
9/28/2023,556884005.0,17,Male,Parwan,Dari,Daily 200MB Data Bundle
9/25/2023,744573070.0,50,Male,KABUL,Dari,Daily 1GB for 50 Afs Subscription
9/25/2023,818737208.0,50,Male,KABUL,Dari,Daily 1GB for 50 Afs Subscription
9/26/2023,842997215.0,11,Male,NANGARHAR,Pashto,Hourly Bundle 400MB
9/30/2023,713370673.0,10,Male,HELMAND,English,Hourly Bundle 400MB
9/26/2023,886296297.0,110,Male,Parwan,Dari,Monthly 1GB 110AFN
9/27/2023,807885126.0,17,Male,KABUL,Dari,Daily 200MB Data Bundle
9/24/2023,877826187.0,10,Male,KABUL,Dari,Hourly Bundle 400MB
9/30/2023,366263068.0,10,Male,BAGHLAN,Dari,Hourly Bundle 400MB
9/24/2023,635610331.0,15,Male,NANGARHAR,Dari,Daily 200MB Data Bundle
9/26/2023,909600818.0,50,Male,Parwan,Dari,Daily 1GB for 50 Afs Subscription
9/30/2023,853520454.0,17,Male,BAGHLAN,Dari,Daily 200MB Data Bundle
9/29/2023,931764719.0,55,Female,KABUL,Dari,Weekly 425MB Data Bundle
9/24/2023,907624656.0,17,Male,KABUL,Dari,Daily 200MB Data Bundle
9/30/2023,229199364.0,10,Male,Herat,Pashto,Hourly Bundle 400MB
9/26/2023,932516988.0,12,Male,HELMAND,Pashto,Hourly Bundle 512MB
9/30/2023,905812337.0,10,Male,BAGHLAN,Dari,Hourly Bundle 400MB
9/27/2023,865444555.0,17,Male,KABUL,Dari,Daily 200MB Data Bundle
9/27/2023,937721075.0,17,Male,HELMAND,Pashto,Daily 200MB Data Bundle
9/29/2023,873753912.0,10,Male,NANGARHAR,Pashto,Hourly Bundle 400MB
9/25/2023,849184931.0,10,Male,HELMAND,Pashto,Hourly Bundle 400MB
9/29/2023,906630582.0,10,Male,Herat,Pashto,Hourly Bundle 400MB
9/25/2023,823439069.0,17,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/26/2023,929656776.0,12,Male,Parwan,Dari,Hourly Bundle 512MB
9/27/2023,929542798.0,10,Male,Parwan,Dari,Hourly Bundle 400MB
9/25/2023,874280118.0,11,Male,Herat,English,Hourly Bundle 400MB
9/24/2023,913936244.0,17,Male,NANGARHAR,Dari,Daily 200MB Data Bundle
9/25/2023,692699923.0,17,Male,Parwan,Dari,Daily 200MB Data Bundle
9/30/2023,851293405.0,50,Male,HELMAND,Pashto,Daily 1GB for 50 Afs Subscription
9/25/2023,577407286.0,10,Male,Herat,Pashto,Hourly Bundle 400MB
9/30/2023,917858189.0,55,Female,Parwan,Dari,Weekly 425MB Data Bundle
9/27/2023,910932234.0,17,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/25/2023,877968139.0,10,Male,KABUL,Dari,Hourly Bundle 400MB
9/27/2023,917662377.0,17,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/28/2023,889318107.0,15,Male,NANGARHAR,Pashto,Daily 200MB Data Bundle
9/28/2023,913096061.0,17,Male,Parwan,Dari,Daily 200MB Data Bundle
9/26/2023,792763501.0,15,Male,Parwan,Dari,Daily 200MB Data Bundle
9/30/2023,866418505.0,15,Male,HELMAND,Pashto,Daily 200MB Data Bundle
9/30/2023,635381467.0,10,Male,KABUL,Dari,Hourly Bundle 400MB
9/26/2023,889556563.0,10,Male,BAGHLAN,Dari,Hourly Bundle 400MB
9/28/2023,852899088.0,10,Male,NANGARHAR,Pashto,Hourly Bundle 400MB
9/30/2023,522592922.0,11,Male,KABUL,Dari,Hourly Bundle 400MB
9/24/2023,854740244.0,10,Male,Herat,Pashto,Hourly Bundle 400MB
9/24/2023,836524183.0,17,Male,BAGHLAN,Dari,Daily 200MB Data Bundle
9/27/2023,878499746.0,17,Male,HELMAND,Pashto,Daily 200MB Data Bundle
9/25/2023,697298823.0,10,Male,HELMAND,English,Hourly Bundle 400MB
9/29/2023,811713447.0,17,Female,KABUL,Dari,Daily 200MB Data Bundle
9/24/2023,859284416.0,55,Male,NANGARHAR,Pashto,Weekly 425MB Data Bundle
9/26/2023,857348514.0,11,Male,KABUL,Dari,Hourly Bundle 400MB
9/28/2023,742108312.0,11,Male,HELMAND,Pashto,Hourly Bundle 400MB
9/24/2023,921491439.0,10,Male,NANGARHAR,Pashto,Hourly Bundle 400MB
9/26/2023,843047514.0,55,Female,BAGHLAN,Dari,Weekly 425MB Data Bundle
9/24/2023,593362599.0,10,Male,Parwan,Dari,Hourly Bundle 400MB
9/26/2023,849368667.0,17,Male,BAGHLAN,Dari,Daily 200MB Data Bundle
9/29/2023,877961672.0,10,Female,BAGHLAN,Dari,Hourly Bundle 400MB
9/26/2023,621177817.0,10,Male,HELMAND,Pashto,Hourly Bundle 400MB
